od,do,odleglosc,czas_rano,czas_poludnie,czas_wieczor
300,664,5.33,9,4,7
300,695,6.86,9,5,7
300,737,9.95,19,13,14
300,752,8.74,15,8,11
300,754,9.31,15,8,10
300,796,8.95,17,12,19
300,802,10.53,25,14,16
300,817,10.42,19,9,11
300,898,10.27,27,18,24
300,909,10.57,25,17,26
300,917,8.67,11,6,12
300,918,10.38,11,7,8
300,922,9.14,19,14,18
300,981,10.14,32,16,26
301,351,9.47,31,19,21
301,371,9.3,21,14,22
301,389,11.01,20,18,19
301,439,7.05,16,13,12
301,453,8.8,25,13,15
301,522,9.9,13,11,12
301,571,10.48,11,8,11
301,606,11.73,28,23,21
301,639,9.68,15,7,9
301,648,2.65,7,3,4
301,702,10.6,30,15,18
301,728,9.3,25,13,14
301,764,8.41,11,5,9
301,832,8.15,15,10,15
301,937,3.6,11,6,7
301,943,10.05,16,11,17
301,944,9.09,26,12,13
301,986,8.48,23,15,16
302,321,3.44,5,5,6
302,324,10.83,22,19,26
302,333,9.28,20,12,12
302,336,4.83,17,7,11
302,374,11.6,31,18,25
302,386,10.41,17,14,15
302,394,11.28,38,23,24
302,446,9.09,17,10,15
302,450,10.21,22,11,16
302,538,2.94,5,2,4
302,592,9.29,20,10,17
302,593,8.34,15,8,14
302,609,7.78,19,14,15
302,610,8.0,26,16,20
302,640,9.83,17,10,16
302,641,8.01,21,10,13
302,661,6.78,18,10,9
302,663,9.77,24,18,20
302,678,6.04,8,4,6
302,731,6.17,14,9,12
302,745,9.36,11,9,9
302,760,8.03,16,11,12
302,775,10.46,21,12,19
302,778,10.12,14,10,13
302,784,9.51,15,9,12
302,810,8.2,9,5,7
302,815,5.67,16,9,13
302,817,10.71,25,16,21
302,869,10.56,32,17,24
302,923,6.32,11,7,8
302,961,10.98,21,17,18
302,970,9.91,19,16,21
303,309,10.21,12,7,10
303,313,6.43,9,7,7
303,362,11.06,23,15,23
303,384,6.83,14,10,11
303,391,11.15,31,14,22
303,457,9.09,14,10,16
303,482,11.41,18,10,15
303,502,3.84,4,3,5
303,597,10.48,19,16,16
303,747,6.32,19,12,16
303,779,9.31,22,13,22
303,781,9.33,13,6,11
303,782,10.46,18,9,14
303,787,9.16,13,11,14
303,879,8.19,13,8,11
303,910,8.24,14,9,9
303,935,11.48,31,16,25
303,951,6.14,16,10,8
303,996,6.04,5,4,6
304,308,9.56,7,7,7
304,481,6.74,19,11,13
304,484,9.29,26,18,25
304,528,5.09,9,4,5
304,548,10.26,14,8,11
304,565,7.75,20,14,17
304,575,11.57,31,22,25
304,612,5.97,9,7,8
304,619,4.58,6,3,5
304,637,3.17,3,1,2
304,660,11.18,17,10,9
304,664,7.03,16,12,15
304,718,5.27,11,6,8
304,754,3.0,8,5,6
304,767,4.17,10,5,5
304,775,11.46,24,21,21
304,788,9.67,24,17,24
304,802,5.26,7,4,5
304,898,10.98,20,11,10
304,917,6.44,10,9,12
304,918,1.28,2,1,2
304,936,8.74,17,8,14
304,961,10.79,9,8,10
304,975,11.99,31,24,31
304,978,4.76,8,5,5
305,331,1.59,2,2,1
305,391,5.7,15,8,14
305,480,2.23,2,1,2
305,482,7.69,15,10,18
305,612,10.88,17,14,12
305,617,11.93,23,17,16
305,626,7.0,24,13,18
305,659,11.05,36,17,29
305,734,7.73,18,15,16
305,749,6.2,19,8,11
305,756,7.28,22,11,15
305,779,7.28,13,8,10
305,780,9.37,22,11,18
305,804,11.53,13,8,13
305,814,11.1,12,10,10
305,833,2.5,3,1,1
305,835,8.71,14,8,13
305,840,2.12,6,3,5
305,843,6.86,17,11,14
305,849,1.92,6,3,3
305,851,10.01,28,13,24
305,884,8.73,18,11,12
305,898,10.71,18,12,18
305,910,9.81,20,14,16
305,912,6.37,10,7,10
305,936,11.17,28,19,22
305,951,11.23,30,13,22
305,972,5.85,6,4,5
306,312,8.41,15,11,13
306,346,9.32,18,8,11
306,360,7.06,14,8,10
306,377,5.48,16,9,13
306,390,3.55,5,3,4
306,452,11.37,16,9,13
306,487,8.78,20,9,16
306,504,10.64,13,7,10
306,560,8.11,9,5,8
306,624,6.57,10,5,9
306,645,4.34,9,5,6
306,700,3.32,7,5,5
306,742,1.6,2,1,1
306,763,10.47,23,12,14
306,839,11.4,22,16,18
306,860,2.7,2,2,2
306,865,11.34,14,8,13
306,895,8.98,12,7,7
306,985,3.53,3,2,3
307,417,1.44,3,2,3
307,434,4.28,4,4,5
307,461,5.25,8,6,8
307,550,11.94,12,8,8
307,559,8.29,10,5,7
307,568,6.52,7,4,5
307,585,3.9,5,3,4
307,615,1.65,2,1,2
307,622,4.53,6,3,3
307,628,11.7,10,9,9
307,654,8.99,18,12,16
307,669,6.39,17,11,15
307,701,8.57,20,16,21
307,759,10.84,23,14,20
307,785,3.97,3,2,2
307,803,10.83,11,6,6
307,929,11.61,19,8,10
307,941,6.36,12,6,7
308,326,10.72,18,13,15
308,327,10.76,27,12,20
308,358,11.67,19,14,22
308,359,10.37,15,8,10
308,370,7.31,9,5,7
308,379,10.44,27,17,19
308,440,8.42,17,16,20
308,475,9.32,12,10,12
308,481,9.96,12,8,12
308,484,10.18,18,12,17
308,497,9.41,20,12,13
308,528,4.87,13,9,11
308,565,5.37,13,8,10
308,599,10.76,11,9,10
308,605,10.04,15,9,12
308,612,9.26,28,18,21
308,619,4.98,16,7,11
308,637,10.85,24,12,12
308,660,3.27,10,5,8
308,664,2.57,4,3,4
308,695,6.55,20,11,11
308,752,11.87,28,19,33
308,754,7.85,15,11,19
308,802,9.94,30,17,19
308,804,9.61,34,18,23
308,835,9.63,15,10,14
308,851,9.73,15,6,11
308,898,7.18,19,11,12
308,917,8.53,14,6,8
308,918,8.34,18,13,13
308,922,9.0,12,7,9
308,981,8.88,9,6,8
309,318,10.72,20,11,14
309,341,5.44,9,6,7
309,362,5.29,12,7,10
309,382,11.1,14,10,12
309,406,7.58,25,12,18
309,422,11.29,26,13,20
309,457,5.66,12,8,7
309,467,5.04,7,5,6
309,482,11.04,28,12,20
309,551,6.91,9,6,8
309,597,5.23,8,8,9
309,604,8.69,7,6,5
309,629,10.01,10,6,8
309,633,8.7,21,10,18
309,688,11.09,24,19,30
309,782,2.49,3,1,3
309,825,10.41,24,14,20
309,877,9.75,18,10,14
309,951,8.96,12,8,12
309,956,8.04,10,5,7
309,962,5.6,7,5,5
310,316,9.39,19,14,17
310,323,3.86,8,4,5
310,385,8.68,18,9,13
310,392,7.13,18,13,14
310,415,11.01,37,17,23
310,433,4.85,11,6,7
310,451,10.92,25,11,19
310,511,6.19,18,11,16
310,526,11.42,29,14,17
310,527,11.2,22,11,17
310,536,9.46,19,16,15
310,543,6.88,16,11,16
310,547,8.11,10,6,8
310,566,7.68,10,5,6
310,674,10.51,14,9,18
310,680,5.26,12,8,11
310,682,11.01,32,14,19
310,693,12.0,22,20,23
310,694,9.04,22,13,18
310,717,8.88,13,8,14
310,725,3.81,10,4,6
310,736,6.44,7,5,4
310,862,8.7,29,15,16
310,882,11.17,27,13,19
310,903,5.45,11,8,8
311,332,9.12,21,16,17
311,382,7.21,12,7,9
311,414,11.75,38,23,33
311,422,7.54,21,11,14
311,448,9.86,24,16,23
311,559,9.97,19,16,15
311,563,8.12,24,13,18
311,573,10.01,12,5,8
311,628,10.79,10,7,8
311,633,9.56,19,11,13
311,642,4.8,11,7,6
311,681,3.95,3,2,3
311,701,11.73,28,16,28
311,741,3.75,7,6,5
311,750,11.54,23,13,20
311,759,9.22,15,11,10
311,774,10.73,26,15,23
311,783,4.86,6,4,6
311,794,9.01,9,6,8
311,825,9.91,10,8,8
311,831,4.56,8,5,9
311,919,7.3,13,12,16
311,933,4.67,9,4,6
312,377,11.78,27,16,18
312,390,5.24,8,4,5
312,401,9.82,18,11,19
312,412,7.71,22,13,15
312,645,11.1,13,8,13
312,684,11.96,16,11,11
312,700,9.55,13,9,9
312,723,11.59,20,13,15
312,742,8.92,13,8,8
312,860,9.96,10,8,10
312,895,5.87,11,7,12
312,985,11.53,25,21,30
313,384,3.57,8,5,8
313,391,11.04,31,19,23
313,398,11.88,11,9,14
313,502,4.3,9,7,6
313,540,6.4,10,9,9
313,541,10.78,23,15,20
313,580,7.91,13,9,13
313,590,9.14,10,7,7
313,613,7.14,15,7,10
313,617,8.21,17,9,9
313,747,4.11,11,7,12
313,779,10.87,31,15,28
313,781,9.7,8,6,7
313,787,8.57,15,6,12
313,852,7.79,15,8,8
313,879,9.15,29,14,15
313,910,6.89,16,9,10
313,951,9.98,8,6,11
313,996,2.93,4,1,3
314,320,10.08,24,12,13
314,334,9.38,23,13,15
314,375,10.71,34,16,28
314,416,11.8,26,15,23
314,442,10.22,9,7,7
314,449,9.75,32,16,17
314,478,4.74,8,4,6
314,500,9.58,30,16,19
314,510,8.91,11,9,12
314,544,3.19,4,2,3
314,553,10.59,25,18,24
314,561,8.66,16,12,14
314,570,7.2,11,7,11
314,577,11.74,29,15,20
314,582,10.02,18,13,13
314,583,10.38,13,9,9
314,598,11.96,22,14,16
314,616,11.52,35,18,21
314,635,7.1,14,9,12
314,707,11.9,10,6,10
314,721,4.6,10,7,7
314,735,11.13,12,9,10
314,739,10.59,16,9,12
314,795,10.39,31,17,21
314,870,7.24,17,12,17
314,893,9.55,19,8,10
314,905,9.88,11,6,10
314,946,7.86,7,6,7
314,948,9.2,15,6,9
314,949,4.26,8,6,7
314,971,6.87,9,4,7
314,974,7.23,11,8,10
315,329,5.01,5,4,4
315,356,6.29,7,6,8
315,371,10.32,25,19,18
315,383,5.09,18,9,8
315,410,9.59,27,14,19
315,413,8.39,11,9,14
315,447,6.39,19,13,11
315,465,8.29,20,14,15
315,472,2.15,3,1,1
315,557,8.18,18,15,15
315,587,7.86,15,8,12
315,606,10.17,12,8,13
315,623,10.19,18,9,11
315,639,10.03,27,20,25
315,692,10.59,13,10,12
315,712,8.37,25,17,16
315,813,4.27,6,3,5
315,863,6.9,9,7,10
316,323,10.73,14,7,10
316,338,7.67,13,6,9
316,339,11.16,24,15,20
316,364,8.41,10,7,9
316,392,8.98,10,6,8
316,408,6.87,18,10,12
316,421,5.48,19,11,11
316,451,2.15,4,3,2
316,507,8.49,14,13,11
316,511,8.14,9,6,8
316,527,10.65,26,20,23
316,536,9.82,12,7,8
316,566,4.09,9,4,5
316,572,7.1,16,8,16
316,651,5.14,12,8,9
316,682,4.11,6,3,5
316,690,9.67,14,8,11
316,694,5.44,10,7,9
316,717,9.43,10,7,9
316,725,11.83,34,19,27
316,806,7.51,8,6,7
316,862,4.58,7,4,5
316,871,10.39,17,10,18
316,903,11.96,30,24,29
316,911,7.77,12,6,7
316,927,7.2,8,7,10
316,984,6.89,20,11,13
316,998,2.75,5,2,3
317,366,6.85,19,12,10
317,389,8.62,29,17,15
317,411,10.81,17,8,12
317,431,4.38,11,6,8
317,439,10.78,30,18,25
317,501,4.77,8,5,5
317,546,8.28,9,5,7
317,562,8.29,19,13,22
317,573,11.63,21,15,19
317,628,11.22,26,18,32
317,679,2.28,3,1,1
317,685,8.53,15,8,15
317,702,8.84,25,10,21
317,716,5.02,14,8,9
317,733,10.75,27,12,23
317,750,7.83,20,10,13
317,764,8.28,20,10,19
317,774,7.63,16,11,13
317,832,9.07,8,5,9
317,872,6.48,11,6,8
317,874,6.81,12,6,7
317,875,3.59,3,2,3
317,944,9.93,22,13,17
318,332,11.82,15,8,11
318,341,7.14,9,6,6
318,350,9.21,21,13,15
318,365,9.16,20,10,14
318,382,9.94,15,9,15
318,395,6.3,19,11,15
318,406,3.6,3,2,4
318,422,11.13,27,17,17
318,443,7.44,17,8,13
318,467,9.78,14,10,17
318,496,9.2,13,8,14
318,508,9.12,22,10,14
318,529,10.49,15,9,18
318,551,3.91,5,3,3
318,563,8.95,29,12,14
318,588,11.9,22,14,18
318,600,11.06,14,8,13
318,604,2.09,2,1,2
318,629,0.91,1,1,1
318,633,7.08,8,5,8
318,688,7.28,6,4,7
318,719,11.9,10,7,9
318,741,9.82,15,11,13
318,755,10.9,18,15,21
318,782,11.41,26,19,21
318,783,9.37,9,7,8
318,790,5.26,9,5,6
318,793,2.94,3,1,2
318,816,7.67,16,9,11
318,825,4.03,8,5,8
318,868,9.17,16,11,18
318,919,6.26,6,5,5
318,933,9.24,17,8,15
318,939,11.5,24,14,14
318,956,9.5,27,16,21
318,962,5.14,10,5,10
318,987,8.46,21,17,17
319,343,8.57,19,13,20
319,380,7.61,16,11,20
319,400,8.21,7,5,8
319,411,10.01,20,11,17
319,432,6.14,11,9,8
319,445,9.89,19,10,15
319,485,5.03,16,8,14
319,499,10.75,15,9,12
319,516,6.79,10,7,9
319,578,11.53,23,12,13
319,601,9.37,19,18,15
319,621,10.14,24,11,18
319,643,3.79,6,2,4
319,646,10.06,13,6,11
319,656,7.01,17,11,13
319,667,11.02,21,16,16
319,673,8.42,19,15,15
319,677,11.04,21,18,23
319,733,9.48,28,18,22
319,769,9.92,10,6,9
319,786,5.56,5,4,5
319,861,11.39,10,8,10
319,901,7.8,10,5,7
319,930,4.79,10,7,6
319,958,3.81,7,4,8
319,967,7.9,14,9,8
320,375,10.27,21,11,19
320,388,9.03,21,12,22
320,442,10.93,14,8,12
320,449,4.15,8,4,4
320,458,11.15,18,11,11
320,478,6.39,7,5,7
320,483,10.55,37,22,26
320,544,9.23,31,19,18
320,561,6.43,7,5,6
320,570,4.38,4,2,4
320,582,10.73,24,17,19
320,583,5.28,6,5,7
320,611,3.44,11,5,5
320,616,4.99,11,5,11
320,631,11.41,27,15,16
320,635,11.84,36,17,24
320,697,11.95,41,22,32
320,698,10.59,20,9,12
320,708,11.19,13,11,13
320,721,10.55,9,7,11
320,732,11.01,29,16,14
320,766,9.48,19,11,13
320,876,5.28,16,7,12
320,888,6.97,15,13,18
320,905,5.4,11,5,8
320,928,9.39,29,15,17
320,932,6.51,16,8,9
320,940,8.08,13,11,10
320,948,3.73,5,2,4
320,949,11.83,12,8,9
320,953,10.58,18,10,13
320,971,7.19,10,5,6
320,991,9.38,16,10,13
321,333,8.86,14,12,18
321,336,7.4,17,11,17
321,374,8.29,20,11,18
321,386,7.12,26,13,13
321,394,7.84,20,13,11
321,427,9.01,11,9,10
321,470,10.43,35,20,28
321,473,11.21,13,7,7
321,538,1.48,3,2,3
321,593,7.76,10,5,9
321,609,11.05,18,8,16
321,610,5.25,12,5,10
321,640,7.24,15,10,14
321,641,11.31,26,15,20
321,661,3.62,9,4,5
321,663,11.89,16,11,12
321,678,3.49,3,2,2
321,731,2.73,7,5,5
321,745,5.94,13,8,10
321,760,4.99,7,4,5
321,775,10.33,11,7,8
321,778,9.23,12,10,11
321,784,9.43,12,11,14
321,791,9.97,32,20,26
321,810,9.47,12,7,11
321,815,7.38,6,4,5
321,817,11.94,25,17,23
321,830,8.84,7,5,5
321,923,6.83,12,7,12
321,961,10.49,9,7,10
321,970,7.81,18,14,20
322,345,11.52,16,10,10
322,349,5.17,14,9,11
322,354,9.74,17,9,9
322,376,9.49,10,7,7
322,393,1.43,1,1,1
322,403,3.69,6,4,5
322,407,1.24,2,1,1
322,437,11.47,40,23,23
322,459,4.79,12,9,8
322,483,10.43,18,10,15
322,512,10.0,33,18,23
322,576,5.04,8,6,8
322,579,2.24,5,3,3
322,581,9.0,14,7,11
322,607,9.82,25,16,20
322,625,10.44,9,6,11
322,630,4.09,6,5,7
322,631,9.78,24,13,13
322,647,5.47,9,7,10
322,689,1.79,2,1,1
322,732,8.48,18,9,14
322,746,6.26,10,4,5
322,748,10.5,19,10,18
322,799,7.41,22,13,14
322,801,6.79,21,13,13
322,841,10.92,32,19,22
322,842,3.5,9,4,8
322,854,9.71,20,14,18
322,856,10.57,9,9,8
322,945,9.1,18,11,11
322,973,5.83,8,7,8
322,982,6.69,19,11,11
322,991,10.37,10,7,8
322,997,10.89,9,7,7
323,364,10.82,38,22,21
323,381,10.8,34,19,18
323,385,10.8,15,10,19
323,392,4.57,6,4,5
323,415,11.67,21,15,23
323,433,7.53,22,10,15
323,451,11.65,16,11,12
323,479,10.64,13,8,8
323,511,4.13,7,5,6
323,527,8.49,14,9,16
323,532,10.74,11,9,10
323,543,8.88,19,10,13
323,547,7.29,9,4,6
323,566,7.61,12,6,11
323,680,6.82,9,7,11
323,682,10.89,25,14,16
323,694,8.21,20,12,15
323,725,7.19,20,8,11
323,736,9.78,17,8,14
323,772,10.5,17,9,11
323,862,8.26,13,10,10
323,883,9.35,27,18,19
323,891,8.57,23,12,15
323,900,10.85,24,22,23
323,903,9.12,12,8,10
323,926,11.9,18,17,17
323,984,11.21,31,16,18
324,336,9.89,14,9,12
324,352,6.61,18,8,12
324,358,10.68,22,12,15
324,359,11.98,18,10,18
324,446,5.34,9,5,7
324,450,1.89,4,1,2
324,492,9.66,18,9,10
324,523,7.59,17,8,11
324,527,11.33,17,14,17
324,592,9.43,15,9,14
324,609,6.08,5,4,4
324,641,5.78,13,10,13
324,663,8.4,9,7,10
324,672,5.94,7,6,7
324,752,10.83,32,18,18
324,772,7.66,22,11,14
324,796,11.82,31,19,22
324,815,11.9,15,10,15
324,817,11.64,15,10,14
324,869,6.1,7,4,6
324,883,9.32,17,11,13
324,885,1.81,2,2,2
324,891,9.44,7,7,9
324,900,9.79,15,7,10
324,921,4.23,5,3,5
324,924,4.71,9,8,9
324,926,6.33,13,5,10
324,963,6.83,13,7,11
325,335,11.81,16,13,18
325,379,11.66,28,14,16
325,438,11.41,33,21,31
325,441,5.53,18,9,12
325,455,7.51,18,9,10
325,456,10.82,25,14,17
325,462,9.38,23,11,14
325,476,4.49,8,5,6
325,513,8.49,12,8,12
325,519,10.57,8,7,10
325,525,4.17,10,6,6
325,545,9.04,17,11,16
325,599,11.93,35,20,25
325,632,9.55,19,7,14
325,636,7.02,10,7,12
325,652,8.94,23,18,19
325,655,11.01,23,12,15
325,671,10.23,24,11,21
325,686,10.73,17,14,16
325,699,11.77,13,11,15
325,726,7.41,25,10,21
325,727,11.18,18,14,19
325,768,5.61,7,5,6
325,770,10.14,17,14,14
325,773,6.27,7,4,5
325,792,10.57,15,10,11
325,822,11.71,37,16,18
325,824,8.17,22,14,16
325,827,9.33,18,12,11
325,828,6.35,10,9,13
325,834,3.33,2,2,2
325,890,5.7,12,6,6
325,913,3.95,11,6,6
325,960,7.29,18,11,12
325,989,4.45,16,8,11
326,327,2.26,3,2,3
326,340,10.12,24,14,18
326,370,11.17,16,7,13
326,379,11.24,19,14,19
326,444,9.02,11,8,9
326,497,7.07,11,6,8
326,505,8.24,11,5,8
326,517,10.37,13,8,9
326,519,9.61,18,13,21
326,599,5.48,8,5,6
326,605,11.14,22,15,18
326,649,9.9,15,11,15
326,658,8.39,8,5,6
326,660,9.27,16,8,12
326,695,6.74,10,5,7
326,699,11.5,37,17,22
326,720,9.05,13,9,12
326,737,2.15,5,3,3
326,752,11.21,34,19,30
326,796,9.36,13,7,9
326,798,11.91,15,10,15
326,824,8.71,21,16,16
326,909,8.44,15,7,9
326,922,6.56,16,9,9
326,938,8.81,26,16,16
326,979,7.56,12,6,7
326,981,9.72,11,5,6
327,340,9.86,18,16,20
327,358,10.81,14,11,14
327,359,10.15,11,8,7
327,440,10.55,14,7,10
327,444,7.78,16,7,14
327,479,11.26,19,14,16
327,492,10.01,15,9,7
327,497,9.01,14,9,10
327,505,7.68,10,5,7
327,517,9.44,12,10,11
327,519,11.37,23,12,13
327,532,11.88,12,10,11
327,599,7.65,13,7,7
327,605,9.27,25,15,24
327,649,8.53,20,13,14
327,658,6.84,11,10,13
327,660,8.69,13,8,11
327,695,8.12,13,9,12
327,720,9.3,27,15,18
327,737,1.89,6,2,4
327,752,9.12,16,12,12
327,796,7.15,9,5,11
327,798,11.1,19,11,13
327,824,10.97,18,11,16
327,909,6.2,7,5,6
327,922,8.45,25,12,16
327,938,10.04,23,14,17
327,979,6.55,18,11,11
327,981,11.46,10,8,8
328,361,9.5,22,13,13
328,363,0.08,1,1,1
328,409,9.86,28,18,17
328,413,7.82,13,8,16
328,426,1.62,2,2,2
328,447,9.57,11,6,6
328,464,6.58,17,7,9
328,465,7.7,20,12,11
328,503,3.67,7,5,6
328,509,7.09,15,9,14
328,512,9.33,11,8,9
328,521,5.97,12,7,9
328,542,2.56,5,4,5
328,576,10.96,20,11,14
328,581,10.19,21,15,20
328,587,9.03,16,10,18
328,623,6.44,7,4,7
328,647,10.84,14,7,10
328,692,5.49,9,6,10
328,748,5.82,15,9,11
328,758,6.46,13,6,9
328,799,9.88,13,9,15
328,801,12.0,23,15,20
328,813,11.69,18,10,15
328,821,7.12,19,12,13
328,829,7.32,12,7,8
328,841,5.77,15,9,16
328,873,1.27,2,1,2
328,906,5.47,11,6,9
328,945,8.85,15,9,11
328,966,11.52,27,17,23
328,994,8.0,28,16,22
328,997,6.68,16,11,11
329,356,7.47,24,12,18
329,383,5.22,9,5,5
329,387,9.59,14,8,15
329,410,5.89,11,5,6
329,413,7.12,12,9,11
329,426,11.52,23,16,23
329,447,4.92,10,8,11
329,459,11.74,10,8,12
329,465,6.51,17,10,12
329,472,6.92,19,12,14
329,557,4.95,9,5,5
329,581,7.22,8,5,7
329,587,4.11,8,4,6
329,606,11.5,16,13,18
329,623,6.73,21,12,16
329,647,11.38,29,17,15
329,692,7.71,20,12,12
329,712,9.67,17,16,18
329,761,11.96,16,10,15
329,801,8.99,14,6,7
329,813,3.63,12,6,8
329,863,1.9,3,3,3
329,997,8.29,26,15,16
330,334,4.46,8,5,9
330,367,6.78,17,12,11
330,397,10.74,13,8,10
330,404,5.51,16,9,12
330,416,5.18,12,7,10
330,452,9.56,25,14,22
330,487,9.99,11,8,13
330,500,5.31,6,3,3
330,510,7.61,17,13,18
330,537,8.64,22,12,23
330,553,2.58,5,2,4
330,614,9.88,24,14,22
330,618,9.73,13,7,8
330,624,10.78,35,21,26
330,665,8.25,13,8,12
330,735,11.95,35,18,24
330,740,9.36,16,9,11
330,776,8.6,12,7,9
330,819,9.33,28,15,14
330,839,5.62,9,8,11
330,858,3.44,3,2,3
330,893,9.18,20,16,16
330,934,1.06,3,1,2
330,946,10.97,23,11,20
330,947,8.68,28,12,17
330,959,10.26,22,17,19
330,974,6.25,7,3,4
330,990,10.63,36,21,19
331,391,5.53,10,4,7
331,457,11.63,24,18,24
331,480,0.82,1,1,1
331,482,6.24,17,7,9
331,626,8.51,16,9,10
331,659,9.99,16,8,10
331,714,10.69,26,12,17
331,734,8.91,15,7,10
331,743,11.04,11,7,9
331,749,5.8,10,6,10
331,756,8.35,26,15,22
331,779,6.45,13,10,15
331,780,8.3,14,6,11
331,804,11.65,11,9,10
331,814,10.04,12,10,13
331,822,11.84,15,10,12
331,833,3.28,7,4,5
331,835,9.22,15,11,12
331,840,3.65,5,4,4
331,843,7.96,9,5,8
331,849,0.37,1,1,1
331,851,10.25,19,11,11
331,884,8.2,10,6,8
331,898,11.41,16,13,15
331,910,9.69,12,7,8
331,912,5.34,9,5,8
331,951,10.2,14,7,8
331,972,4.28,8,4,4
332,411,9.23,20,10,15
332,508,4.51,14,7,13
332,546,11.98,30,17,32
332,563,3.07,4,3,3
332,573,0.9,3,1,2
332,601,9.92,28,19,24
332,642,6.24,13,7,8
332,667,9.82,17,8,13
332,679,11.11,14,10,12
332,681,8.61,13,9,9
332,716,9.27,23,13,25
332,741,7.78,11,7,9
332,750,10.23,20,10,16
332,774,4.77,4,4,4
332,783,5.78,10,4,6
332,793,9.3,19,10,16
332,825,10.6,27,14,23
332,919,8.04,17,12,18
332,933,6.37,22,12,15
333,336,7.5,18,10,11
333,374,10.51,20,15,22
333,470,5.97,12,7,7
333,538,7.58,20,12,16
333,592,9.88,15,11,15
333,593,1.1,3,1,3
333,609,11.71,33,16,22
333,610,6.53,20,11,17
333,661,7.81,20,10,16
333,731,9.61,19,14,12
333,745,11.55,22,14,26
333,760,7.52,19,12,16
333,778,1.44,2,2,2
333,791,6.47,16,10,13
333,810,4.44,5,2,4
333,815,5.49,19,10,11
333,923,3.3,10,5,8
333,970,4.71,6,4,4
334,367,4.96,7,4,7
334,375,10.9,28,11,16
334,397,10.29,34,15,17
334,404,9.2,27,17,18
334,416,7.74,14,8,11
334,442,9.73,27,15,25
334,452,11.99,18,8,10
334,500,6.46,13,9,9
334,510,8.24,15,12,18
334,537,10.28,14,10,13
334,544,8.2,10,5,8
334,553,1.88,3,2,3
334,598,9.66,15,10,11
334,665,11.27,19,17,19
334,707,10.31,37,20,21
334,776,8.65,20,14,21
334,819,11.95,13,8,11
334,839,9.85,10,6,7
334,845,11.38,12,10,9
334,858,7.84,8,6,7
334,893,9.93,27,18,21
334,934,5.05,13,9,11
334,946,10.74,20,12,17
334,971,10.52,13,7,8
334,974,2.2,2,1,2
335,399,6.61,22,14,16
335,441,6.78,9,7,9
335,476,10.59,21,10,17
335,486,7.92,15,8,9
335,513,3.39,8,5,6
335,519,5.57,6,4,5
335,534,6.1,11,7,7
335,545,5.47,17,9,10
335,558,6.8,7,5,7
335,620,8.69,32,18,24
335,653,5.32,15,8,10
335,699,3.5,7,4,5
335,720,10.1,19,15,12
335,753,11.38,17,9,11
335,770,2.28,3,1,2
335,812,8.34,13,9,14
335,824,11.94,26,13,19
335,834,9.67,14,9,12
335,845,10.53,24,14,20
335,846,3.46,6,4,7
335,850,9.95,30,20,28
335,913,10.1,16,10,14
335,938,6.71,10,6,6
335,989,9.84,13,8,12
336,446,5.94,17,10,13
336,450,8.52,19,10,13
336,538,6.1,8,5,6
336,592,4.62,10,7,7
336,593,7.04,13,7,9
336,609,4.53,12,5,9
336,610,9.86,17,12,18
336,641,4.86,4,3,3
336,661,9.54,25,15,18
336,678,10.63,18,10,12
336,731,9.89,11,7,10
336,760,10.37,13,8,10
336,778,8.82,16,11,16
336,789,10.71,29,17,30
336,810,4.34,7,3,4
336,815,2.04,4,1,3
336,885,11.51,15,9,11
336,923,4.29,9,5,6
336,970,10.39,16,9,9
337,418,4.48,10,8,11
337,488,4.22,10,5,7
337,515,10.99,28,21,20
337,554,8.87,19,16,20
337,589,6.4,10,6,8
337,703,6.33,9,5,7
337,777,8.58,23,11,18
337,805,10.6,24,11,20
337,847,5.18,6,5,6
337,957,11.63,22,10,13
338,364,2.18,3,2,3
338,392,8.07,21,13,16
338,408,8.65,14,11,13
338,451,5.85,10,8,10
338,511,8.2,24,12,16
338,527,6.25,9,6,8
338,566,5.92,9,5,7
338,572,10.8,12,6,10
338,651,6.73,6,5,6
338,672,9.39,13,7,8
338,682,3.57,6,3,6
338,690,2.06,5,3,4
338,694,4.35,8,6,8
338,806,1.28,2,1,2
338,862,4.78,7,3,5
338,871,5.37,12,6,6
338,891,9.95,31,20,18
338,911,2.49,6,4,4
338,921,11.2,20,12,18
338,924,10.73,12,7,12
338,927,1.69,4,2,4
338,963,8.97,13,9,15
338,984,1.15,1,1,1
338,998,6.96,8,4,6
339,408,8.89,17,14,15
339,421,6.67,22,10,11
339,430,3.46,4,2,4
339,451,11.65,22,13,21
339,507,3.36,4,4,4
339,535,6.02,7,5,6
339,572,6.33,10,7,12
339,602,4.2,4,2,2
339,627,7.37,9,6,7
339,651,10.21,31,16,20
339,976,2.67,6,4,4
339,998,10.1,33,20,26
340,381,4.96,8,7,9
340,399,8.0,11,7,9
340,419,8.77,15,7,13
340,444,4.53,11,6,7
340,460,11.3,16,10,16
340,479,6.94,16,10,10
340,491,6.35,8,4,8
340,505,2.37,2,1,1
340,517,3.06,7,4,6
340,519,9.94,15,12,13
340,532,5.38,11,8,10
340,547,11.02,28,17,22
340,586,10.22,32,20,27
340,620,11.15,17,11,14
340,649,5.16,16,8,12
340,653,10.85,31,15,24
340,658,6.02,10,7,9
340,676,8.66,8,5,7
340,699,9.52,15,10,13
340,711,8.94,20,15,15
340,720,2.3,7,4,4
